"date","sunrise","sunset","day_length"
2009-10-27,"2009-10-27T14:15:13+00:00","2009-10-28T01:06:58+00:00","39105"
2009-10-28,"2009-10-28T14:16:09+00:00","2009-10-29T01:05:54+00:00","38985"
2009-10-29,"2009-10-29T14:17:05+00:00","2009-10-30T01:04:50+00:00","38865"
2009-10-30,"2009-10-30T14:18:02+00:00","2009-10-31T01:03:48+00:00","38746"
2009-10-31,"2009-10-31T14:18:59+00:00","2009-11-01T01:02:48+00:00","38629"
2009-11-01,"2009-11-01T14:19:56+00:00","2009-11-02T01:01:48+00:00","38512"
2009-11-02,"2009-11-02T14:20:54+00:00","2009-11-03T01:00:50+00:00","38396"
2009-11-03,"2009-11-03T14:21:52+00:00","2009-11-04T00:59:53+00:00","38281"
2009-11-04,"2009-11-04T14:22:50+00:00","2009-11-05T00:58:58+00:00","38168"
2009-11-05,"2009-11-05T14:23:48+00:00","2009-11-06T00:58:04+00:00","38056"
2009-11-06,"2009-11-06T14:24:46+00:00","2009-11-07T00:57:11+00:00","37945"
2009-11-07,"2009-11-07T14:25:45+00:00","2009-11-08T00:56:20+00:00","37835"
2009-11-08,"2009-11-08T14:26:44+00:00","2009-11-09T00:55:31+00:00","37727"
2009-11-09,"2009-11-09T14:27:43+00:00","2009-11-10T00:54:43+00:00","37620"
2009-11-10,"2009-11-10T14:28:42+00:00","2009-11-11T00:53:57+00:00","37515"
2009-11-11,"2009-11-11T14:29:41+00:00","2009-11-12T00:53:12+00:00","37411"
2009-11-12,"2009-11-12T14:30:41+00:00","2009-11-13T00:52:29+00:00","37308"
2009-11-13,"2009-11-13T14:31:40+00:00","2009-11-14T00:51:48+00:00","37208"
2009-11-14,"2009-11-14T14:32:39+00:00","2009-11-15T00:51:08+00:00","37109"
2009-11-15,"2009-11-15T14:33:38+00:00","2009-11-16T00:50:30+00:00","37012"
2009-11-16,"2009-11-16T14:34:38+00:00","2009-11-17T00:49:54+00:00","36916"
2009-11-17,"2009-11-17T14:35:37+00:00","2009-11-18T00:49:19+00:00","36822"
2009-11-18,"2009-11-18T14:36:36+00:00","2009-11-19T00:48:47+00:00","36731"
2009-11-19,"2009-11-19T14:37:34+00:00","2009-11-20T00:48:16+00:00","36642"
2009-11-20,"2009-11-20T14:38:33+00:00","2009-11-21T00:47:47+00:00","36554"
2009-11-21,"2009-11-21T14:39:31+00:00","2009-11-22T00:47:19+00:00","36468"
2009-11-22,"2009-11-22T14:40:29+00:00","2009-11-23T00:46:54+00:00","36385"
2009-11-23,"2009-11-23T14:41:27+00:00","2009-11-24T00:46:31+00:00","36304"
2009-11-24,"2009-11-24T14:42:25+00:00","2009-11-25T00:46:09+00:00","36224"
2009-11-25,"2009-11-25T14:43:21+00:00","2009-11-26T00:45:50+00:00","36149"
2009-11-26,"2009-11-26T14:44:18+00:00","2009-11-27T00:45:32+00:00","36074"
2009-11-27,"2009-11-27T14:45:14+00:00","2009-11-28T00:45:16+00:00","36002"
2009-11-28,"2009-11-28T14:46:09+00:00","2009-11-29T00:45:02+00:00","35933"
2009-11-29,"2009-11-29T14:47:04+00:00","2009-11-30T00:44:51+00:00","35867"
2009-11-30,"2009-11-30T14:47:58+00:00","2009-12-01T00:44:41+00:00","35803"
2009-12-01,"2009-12-01T14:48:52+00:00","2009-12-02T00:44:33+00:00","35741"
2009-12-02,"2009-12-02T14:49:44+00:00","2009-12-03T00:44:27+00:00","35683"
2009-12-03,"2009-12-03T14:50:36+00:00","2009-12-04T00:44:23+00:00","35627"
2009-12-04,"2009-12-04T14:51:27+00:00","2009-12-05T00:44:21+00:00","35574"
2009-12-05,"2009-12-05T14:52:18+00:00","2009-12-06T00:44:21+00:00","35523"
2009-12-06,"2009-12-06T14:53:07+00:00","2009-12-07T00:44:23+00:00","35476"
2009-12-07,"2009-12-07T14:53:55+00:00","2009-12-08T00:44:27+00:00","35432"
2009-12-08,"2009-12-08T14:54:42+00:00","2009-12-09T00:44:33+00:00","35391"
2009-12-09,"2009-12-09T14:55:29+00:00","2009-12-10T00:44:41+00:00","35352"
2009-12-10,"2009-12-10T14:56:14+00:00","2009-12-11T00:44:51+00:00","35317"
2009-12-11,"2009-12-11T14:56:58+00:00","2009-12-12T00:45:03+00:00","35285"
2009-12-12,"2009-12-12T14:57:40+00:00","2009-12-13T00:45:17+00:00","35257"
2009-12-13,"2009-12-13T14:58:22+00:00","2009-12-14T00:45:32+00:00","35230"
2009-12-14,"2009-12-14T14:59:02+00:00","2009-12-15T00:45:50+00:00","35208"
2009-12-15,"2009-12-15T14:59:40+00:00","2009-12-16T00:46:09+00:00","35189"
2009-12-16,"2009-12-16T15:00:18+00:00","2009-12-17T00:46:30+00:00","35172"
2009-12-17,"2009-12-17T15:00:53+00:00","2009-12-18T00:46:53+00:00","35160"
2009-12-18,"2009-12-18T15:01:28+00:00","2009-12-19T00:47:18+00:00","35150"
2009-12-19,"2009-12-19T15:02:01+00:00","2009-12-20T00:47:45+00:00","35144"
2009-12-20,"2009-12-20T15:02:32+00:00","2009-12-21T00:48:13+00:00","35141"
2009-12-21,"2009-12-21T15:03:02+00:00","2009-12-22T00:48:43+00:00","35141"
2009-12-22,"2009-12-22T15:03:30+00:00","2009-12-23T00:49:15+00:00","35145"
2009-12-23,"2009-12-23T15:03:56+00:00","2009-12-24T00:49:48+00:00","35152"
2009-12-24,"2009-12-24T15:04:21+00:00","2009-12-25T00:50:23+00:00","35162"
2009-12-25,"2009-12-25T15:04:44+00:00","2009-12-26T00:50:59+00:00","35175"
2009-12-26,"2009-12-26T15:05:05+00:00","2009-12-27T00:51:37+00:00","35192"
2009-12-27,"2009-12-27T15:05:24+00:00","2009-12-28T00:52:17+00:00","35213"
2009-12-28,"2009-12-28T15:05:42+00:00","2009-12-29T00:52:58+00:00","35236"
2009-12-29,"2009-12-29T15:05:58+00:00","2009-12-30T00:53:40+00:00","35262"
2009-12-30,"2009-12-30T15:06:12+00:00","2009-12-31T00:54:23+00:00","35291"
2009-12-31,"2009-12-31T15:06:24+00:00","2010-01-01T00:55:08+00:00","35324"
2010-01-01,"2010-01-01T15:06:34+00:00","2010-01-02T00:55:54+00:00","35360"
2010-01-02,"2010-01-02T15:06:42+00:00","2010-01-03T00:56:42+00:00","35400"
2010-01-03,"2010-01-03T15:06:49+00:00","2010-01-04T00:57:30+00:00","35441"
2010-01-04,"2010-01-04T15:06:53+00:00","2010-01-05T00:58:20+00:00","35487"
2010-01-05,"2010-01-05T15:06:56+00:00","2010-01-06T00:59:10+00:00","35534"
2010-01-06,"2010-01-06T15:06:56+00:00","2010-01-07T01:00:02+00:00","35586"
2010-01-07,"2010-01-07T15:06:55+00:00","2010-01-08T01:00:54+00:00","35639"
2010-01-08,"2010-01-08T15:06:52+00:00","2010-01-09T01:01:48+00:00","35696"
2010-01-09,"2010-01-09T15:06:46+00:00","2010-01-10T01:02:42+00:00","35756"
2010-01-10,"2010-01-10T15:06:39+00:00","2010-01-11T01:03:37+00:00","35818"
2010-01-11,"2010-01-11T15:06:30+00:00","2010-01-12T01:04:33+00:00","35883"
2010-01-12,"2010-01-12T15:06:19+00:00","2010-01-13T01:05:30+00:00","35951"
2010-01-13,"2010-01-13T15:06:06+00:00","2010-01-14T01:06:27+00:00","36021"
2010-01-14,"2010-01-14T15:05:51+00:00","2010-01-15T01:07:25+00:00","36094"
2010-01-15,"2010-01-15T15:05:35+00:00","2010-01-16T01:08:24+00:00","36169"
2010-01-16,"2010-01-16T15:05:16+00:00","2010-01-17T01:09:23+00:00","36247"
2010-01-17,"2010-01-17T15:04:55+00:00","2010-01-18T01:10:22+00:00","36327"
2010-01-18,"2010-01-18T15:04:33+00:00","2010-01-19T01:11:22+00:00","36409"
2010-01-19,"2010-01-19T15:04:08+00:00","2010-01-20T01:12:23+00:00","36495"
2010-01-20,"2010-01-20T15:03:42+00:00","2010-01-21T01:13:23+00:00","36581"
2010-01-21,"2010-01-21T15:03:14+00:00","2010-01-22T01:14:24+00:00","36670"
2010-01-22,"2010-01-22T15:02:45+00:00","2010-01-23T01:15:25+00:00","36760"
2010-01-23,"2010-01-23T15:02:13+00:00","2010-01-24T01:16:27+00:00","36854"
2010-01-24,"2010-01-24T15:01:40+00:00","2010-01-25T01:17:29+00:00","36949"
2010-01-25,"2010-01-25T15:01:04+00:00","2010-01-26T01:18:30+00:00","37046"
2010-01-26,"2010-01-26T15:00:28+00:00","2010-01-27T01:19:32+00:00","37144"
2010-01-27,"2010-01-27T14:59:49+00:00","2010-01-28T01:20:34+00:00","37245"
2010-01-28,"2010-01-28T14:59:09+00:00","2010-01-29T01:21:36+00:00","37347"
2010-01-29,"2010-01-29T14:58:27+00:00","2010-01-30T01:22:39+00:00","37452"
2010-01-30,"2010-01-30T14:57:44+00:00","2010-01-31T01:23:41+00:00","37557"
2010-01-31,"2010-01-31T14:56:59+00:00","2010-02-01T01:24:43+00:00","37664"
2010-02-01,"2010-02-01T14:56:12+00:00","2010-02-02T01:25:45+00:00","37773"
2010-02-02,"2010-02-02T14:55:24+00:00","2010-02-03T01:26:47+00:00","37883"
2010-02-03,"2010-02-03T14:54:34+00:00","2010-02-04T01:27:48+00:00","37994"
2010-02-04,"2010-02-04T14:53:43+00:00","2010-02-05T01:28:50+00:00","38107"
2010-02-05,"2010-02-05T14:52:51+00:00","2010-02-06T01:29:51+00:00","38220"
2010-02-06,"2010-02-06T14:51:56+00:00","2010-02-07T01:30:53+00:00","38337"
2010-02-07,"2010-02-07T14:51:01+00:00","2010-02-08T01:31:54+00:00","38453"
2010-02-08,"2010-02-08T14:50:04+00:00","2010-02-09T01:32:55+00:00","38571"
2010-02-09,"2010-02-09T14:49:06+00:00","2010-02-10T01:33:55+00:00","38689"
2010-02-10,"2010-02-10T14:48:07+00:00","2010-02-11T01:34:56+00:00","38809"
2010-02-11,"2010-02-11T14:47:06+00:00","2010-02-12T01:35:56+00:00","38930"
2010-02-12,"2010-02-12T14:46:04+00:00","2010-02-13T01:36:55+00:00","39051"
2010-02-13,"2010-02-13T14:45:01+00:00","2010-02-14T01:37:55+00:00","39174"
2010-02-14,"2010-02-14T14:43:57+00:00","2010-02-15T01:38:54+00:00","39297"
2010-02-15,"2010-02-15T14:42:52+00:00","2010-02-16T01:39:53+00:00","39421"
2010-02-16,"2010-02-16T14:41:45+00:00","2010-02-17T01:40:52+00:00","39547"
2010-02-17,"2010-02-17T14:40:37+00:00","2010-02-18T01:41:50+00:00","39673"
2010-02-18,"2010-02-18T14:39:29+00:00","2010-02-19T01:42:48+00:00","39799"
2010-02-19,"2010-02-19T14:38:19+00:00","2010-02-20T01:43:46+00:00","39927"
2010-02-20,"2010-02-20T14:37:09+00:00","2010-02-21T01:44:43+00:00","40054"
2010-02-21,"2010-02-21T14:35:57+00:00","2010-02-22T01:45:40+00:00","40183"
2010-02-22,"2010-02-22T14:34:45+00:00","2010-02-23T01:46:37+00:00","40312"
2010-02-23,"2010-02-23T14:33:31+00:00","2010-02-24T01:47:33+00:00","40442"
2010-02-24,"2010-02-24T14:32:17+00:00","2010-02-25T01:48:29+00:00","40572"
2010-02-25,"2010-02-25T14:31:02+00:00","2010-02-26T01:49:24+00:00","40702"
2010-02-26,"2010-02-26T14:29:46+00:00","2010-02-27T01:50:20+00:00","40834"
2010-02-27,"2010-02-27T14:28:30+00:00","2010-02-28T01:51:15+00:00","40965"
2010-02-28,"2010-02-28T14:27:12+00:00","2010-03-01T01:52:09+00:00","41097"
2010-03-01,"2010-03-01T14:25:54+00:00","2010-03-02T01:53:04+00:00","41230"
2010-03-02,"2010-03-02T14:24:36+00:00","2010-03-03T01:53:58+00:00","41362"
2010-03-03,"2010-03-03T14:23:16+00:00","2010-03-04T01:54:51+00:00","41495"
2010-03-04,"2010-03-04T14:21:56+00:00","2010-03-05T01:55:45+00:00","41629"
2010-03-05,"2010-03-05T14:20:36+00:00","2010-03-06T01:56:38+00:00","41762"
2010-03-06,"2010-03-06T14:19:15+00:00","2010-03-07T01:57:30+00:00","41895"
2010-03-07,"2010-03-07T14:17:53+00:00","2010-03-08T01:58:23+00:00","42030"
2010-03-08,"2010-03-08T14:16:31+00:00","2010-03-09T01:59:15+00:00","42164"
2010-03-09,"2010-03-09T14:15:09+00:00","2010-03-10T02:00:07+00:00","42298"
2010-03-10,"2010-03-10T14:13:46+00:00","2010-03-11T02:00:59+00:00","42433"
2010-03-11,"2010-03-11T14:12:23+00:00","2010-03-12T02:01:50+00:00","42567"
2010-03-12,"2010-03-12T14:10:59+00:00","2010-03-13T02:02:42+00:00","42703"
2010-03-13,"2010-03-13T14:09:35+00:00","2010-03-14T02:03:33+00:00","42838"
2010-03-14,"2010-03-14T14:08:11+00:00","2010-03-15T02:04:24+00:00","42973"
2010-03-15,"2010-03-15T14:06:47+00:00","2010-03-16T02:05:14+00:00","43107"
2010-03-16,"2010-03-16T14:05:22+00:00","2010-03-17T02:06:05+00:00","43243"
2010-03-17,"2010-03-17T14:03:57+00:00","2010-03-18T02:06:55+00:00","43378"
2010-03-18,"2010-03-18T14:02:32+00:00","2010-03-19T02:07:45+00:00","43513"
2010-03-19,"2010-03-19T14:01:07+00:00","2010-03-20T02:08:35+00:00","43648"
2010-03-20,"2010-03-20T13:59:41+00:00","2010-03-21T02:09:25+00:00","43784"
2010-03-21,"2010-03-21T13:58:16+00:00","2010-03-22T02:10:14+00:00","43918"
2010-03-22,"2010-03-22T13:56:51+00:00","2010-03-23T02:11:04+00:00","44053"
2010-03-23,"2010-03-23T13:55:25+00:00","2010-03-24T02:11:53+00:00","44188"
2010-03-24,"2010-03-24T13:54:00+00:00","2010-03-25T02:12:42+00:00","44322"
2010-03-25,"2010-03-25T13:52:34+00:00","2010-03-26T02:13:32+00:00","44458"
2010-03-26,"2010-03-26T13:51:09+00:00","2010-03-27T02:14:21+00:00","44592"
2010-03-27,"2010-03-27T13:49:43+00:00","2010-03-28T02:15:10+00:00","44727"
2010-03-28,"2010-03-28T13:48:18+00:00","2010-03-29T02:15:59+00:00","44861"
2010-03-29,"2010-03-29T13:46:53+00:00","2010-03-30T02:16:48+00:00","44995"
2010-03-30,"2010-03-30T13:45:28+00:00","2010-03-31T02:17:36+00:00","45128"
2010-03-31,"2010-03-31T13:44:04+00:00","2010-04-01T02:18:25+00:00","45261"
2010-04-01,"2010-04-01T13:42:39+00:00","2010-04-02T02:19:14+00:00","45395"
2010-04-02,"2010-04-02T13:41:15+00:00","2010-04-03T02:20:03+00:00","45528"
2010-04-03,"2010-04-03T13:39:51+00:00","2010-04-04T02:20:52+00:00","45661"
2010-04-04,"2010-04-04T13:38:28+00:00","2010-04-05T02:21:41+00:00","45793"
2010-04-05,"2010-04-05T13:37:04+00:00","2010-04-06T02:22:29+00:00","45925"
2010-04-06,"2010-04-06T13:35:42+00:00","2010-04-07T02:23:18+00:00","46056"
2010-04-07,"2010-04-07T13:34:19+00:00","2010-04-08T02:24:07+00:00","46188"
2010-04-08,"2010-04-08T13:32:57+00:00","2010-04-09T02:24:56+00:00","46319"
2010-04-09,"2010-04-09T13:31:36+00:00","2010-04-10T02:25:45+00:00","46449"
2010-04-10,"2010-04-10T13:30:15+00:00","2010-04-11T02:26:34+00:00","46579"
2010-04-11,"2010-04-11T13:28:54+00:00","2010-04-12T02:27:23+00:00","46709"
2010-04-12,"2010-04-12T13:27:35+00:00","2010-04-13T02:28:12+00:00","46837"
2010-04-13,"2010-04-13T13:26:15+00:00","2010-04-14T02:29:01+00:00","46966"
2010-04-14,"2010-04-14T13:24:57+00:00","2010-04-15T02:29:51+00:00","47094"
2010-04-15,"2010-04-15T13:23:39+00:00","2010-04-16T02:30:40+00:00","47221"
2010-04-16,"2010-04-16T13:22:21+00:00","2010-04-17T02:31:29+00:00","47348"
2010-04-17,"2010-04-17T13:21:05+00:00","2010-04-18T02:32:19+00:00","47474"
2010-04-18,"2010-04-18T13:19:49+00:00","2010-04-19T02:33:08+00:00","47599"
2010-04-19,"2010-04-19T13:18:33+00:00","2010-04-20T02:33:58+00:00","47725"
2010-04-20,"2010-04-20T13:17:19+00:00","2010-04-21T02:34:47+00:00","47848"
2010-04-21,"2010-04-21T13:16:06+00:00","2010-04-22T02:35:37+00:00","47971"
2010-04-22,"2010-04-22T13:14:53+00:00","2010-04-23T02:36:27+00:00","48094"
2010-04-23,"2010-04-23T13:13:41+00:00","2010-04-24T02:37:16+00:00","48215"
2010-04-24,"2010-04-24T13:12:30+00:00","2010-04-25T02:38:06+00:00","48336"
2010-04-25,"2010-04-25T13:11:20+00:00","2010-04-26T02:38:56+00:00","48456"
2010-04-26,"2010-04-26T13:10:11+00:00","2010-04-27T02:39:46+00:00","48575"
2010-04-27,"2010-04-27T13:09:03+00:00","2010-04-28T02:40:36+00:00","48693"
2010-04-28,"2010-04-28T13:07:56+00:00","2010-04-29T02:41:25+00:00","48809"
2010-04-29,"2010-04-29T13:06:50+00:00","2010-04-30T02:42:15+00:00","48925"
2010-04-30,"2010-04-30T13:05:45+00:00","2010-05-01T02:43:05+00:00","49040"
2010-05-01,"2010-05-01T13:04:41+00:00","2010-05-02T02:43:55+00:00","49154"
2010-05-02,"2010-05-02T13:03:39+00:00","2010-05-03T02:44:45+00:00","49266"
2010-05-03,"2010-05-03T13:02:37+00:00","2010-05-04T02:45:34+00:00","49377"
2010-05-04,"2010-05-04T13:01:37+00:00","2010-05-05T02:46:24+00:00","49487"
2010-05-05,"2010-05-05T13:00:38+00:00","2010-05-06T02:47:14+00:00","49596"
2010-05-06,"2010-05-06T12:59:40+00:00","2010-05-07T02:48:03+00:00","49703"
2010-05-07,"2010-05-07T12:58:43+00:00","2010-05-08T02:48:52+00:00","49809"
2010-05-08,"2010-05-08T12:57:48+00:00","2010-05-09T02:49:42+00:00","49914"
2010-05-09,"2010-05-09T12:56:54+00:00","2010-05-10T02:50:31+00:00","50017"
2010-05-10,"2010-05-10T12:56:01+00:00","2010-05-11T02:51:19+00:00","50118"
2010-05-11,"2010-05-11T12:55:09+00:00","2010-05-12T02:52:08+00:00","50219"
2010-05-12,"2010-05-12T12:54:19+00:00","2010-05-13T02:52:56+00:00","50317"
2010-05-13,"2010-05-13T12:53:31+00:00","2010-05-14T02:53:45+00:00","50414"
2010-05-14,"2010-05-14T12:52:44+00:00","2010-05-15T02:54:32+00:00","50508"
2010-05-15,"2010-05-15T12:51:58+00:00","2010-05-16T02:55:20+00:00","50602"
2010-05-16,"2010-05-16T12:51:14+00:00","2010-05-17T02:56:07+00:00","50693"
2010-05-17,"2010-05-17T12:50:31+00:00","2010-05-18T02:56:54+00:00","50783"
2010-05-18,"2010-05-18T12:49:50+00:00","2010-05-19T02:57:40+00:00","50870"
2010-05-19,"2010-05-19T12:49:10+00:00","2010-05-20T02:58:26+00:00","50956"
2010-05-20,"2010-05-20T12:48:32+00:00","2010-05-21T02:59:12+00:00","51040"
2010-05-21,"2010-05-21T12:47:55+00:00","2010-05-22T02:59:57+00:00","51122"
2010-05-22,"2010-05-22T12:47:20+00:00","2010-05-23T03:00:41+00:00","51201"
2010-05-23,"2010-05-23T12:46:47+00:00","2010-05-24T03:01:25+00:00","51278"
2010-05-24,"2010-05-24T12:46:15+00:00","2010-05-25T03:02:09+00:00","51354"
2010-05-25,"2010-05-25T12:45:44+00:00","2010-05-26T03:02:51+00:00","51427"
2010-05-26,"2010-05-26T12:45:16+00:00","2010-05-27T03:03:33+00:00","51497"
2010-05-27,"2010-05-27T12:44:49+00:00","2010-05-28T03:04:15+00:00","51566"
2010-05-28,"2010-05-28T12:44:23+00:00","2010-05-29T03:04:55+00:00","51632"
2010-05-29,"2010-05-29T12:44:00+00:00","2010-05-30T03:05:35+00:00","51695"
2010-05-30,"2010-05-30T12:43:38+00:00","2010-05-31T03:06:14+00:00","51756"
2010-05-31,"2010-05-31T12:43:17+00:00","2010-06-01T03:06:53+00:00","51816"
2010-06-01,"2010-06-01T12:42:59+00:00","2010-06-02T03:07:30+00:00","51871"
2010-06-02,"2010-06-02T12:42:42+00:00","2010-06-03T03:08:06+00:00","51924"
2010-06-03,"2010-06-03T12:42:26+00:00","2010-06-04T03:08:42+00:00","51976"
2010-06-04,"2010-06-04T12:42:13+00:00","2010-06-05T03:09:16+00:00","52023"
2010-06-05,"2010-06-05T12:42:01+00:00","2010-06-06T03:09:50+00:00","52069"
2010-06-06,"2010-06-06T12:41:51+00:00","2010-06-07T03:10:22+00:00","52111"
2010-06-07,"2010-06-07T12:41:42+00:00","2010-06-08T03:10:53+00:00","52151"
2010-06-08,"2010-06-08T12:41:35+00:00","2010-06-09T03:11:23+00:00","52188"
2010-06-09,"2010-06-09T12:41:30+00:00","2010-06-10T03:11:52+00:00","52222"
2010-06-10,"2010-06-10T12:41:26+00:00","2010-06-11T03:12:20+00:00","52254"
2010-06-11,"2010-06-11T12:41:24+00:00","2010-06-12T03:12:47+00:00","52283"
2010-06-12,"2010-06-12T12:41:24+00:00","2010-06-13T03:13:12+00:00","52308"
2010-06-13,"2010-06-13T12:41:25+00:00","2010-06-14T03:13:36+00:00","52331"
2010-06-14,"2010-06-14T12:41:28+00:00","2010-06-15T03:13:59+00:00","52351"
2010-06-15,"2010-06-15T12:41:32+00:00","2010-06-16T03:14:20+00:00","52368"
2010-06-16,"2010-06-16T12:41:38+00:00","2010-06-17T03:14:40+00:00","52382"
2010-06-17,"2010-06-17T12:41:46+00:00","2010-06-18T03:14:58+00:00","52392"
2010-06-18,"2010-06-18T12:41:55+00:00","2010-06-19T03:15:15+00:00","52400"
2010-06-19,"2010-06-19T12:42:06+00:00","2010-06-20T03:15:31+00:00","52405"
2010-06-20,"2010-06-20T12:42:18+00:00","2010-06-21T03:15:45+00:00","52407"
2010-06-21,"2010-06-21T12:42:31+00:00","2010-06-22T03:15:57+00:00","52406"
2010-06-22,"2010-06-22T12:42:46+00:00","2010-06-23T03:16:08+00:00","52402"
2010-06-23,"2010-06-23T12:43:03+00:00","2010-06-24T03:16:18+00:00","52395"
2010-06-24,"2010-06-24T12:43:20+00:00","2010-06-25T03:16:25+00:00","52385"
2010-06-25,"2010-06-25T12:43:40+00:00","2010-06-26T03:16:32+00:00","52372"
2010-06-26,"2010-06-26T12:44:00+00:00","2010-06-27T03:16:36+00:00","52356"
2010-06-27,"2010-06-27T12:44:22+00:00","2010-06-28T03:16:39+00:00","52337"
2010-06-28,"2010-06-28T12:44:45+00:00","2010-06-29T03:16:40+00:00","52315"
2010-06-29,"2010-06-29T12:45:09+00:00","2010-06-30T03:16:40+00:00","52291"
2010-06-30,"2010-06-30T12:45:35+00:00","2010-07-01T03:16:38+00:00","52263"
2010-07-01,"2010-07-01T12:46:02+00:00","2010-07-02T03:16:34+00:00","52232"
2010-07-02,"2010-07-02T12:46:30+00:00","2010-07-03T03:16:29+00:00","52199"
2010-07-03,"2010-07-03T12:46:59+00:00","2010-07-04T03:16:22+00:00","52163"
2010-07-04,"2010-07-04T12:47:29+00:00","2010-07-05T03:16:13+00:00","52124"
2010-07-05,"2010-07-05T12:48:00+00:00","2010-07-06T03:16:02+00:00","52082"
2010-07-06,"2010-07-06T12:48:32+00:00","2010-07-07T03:15:50+00:00","52038"
2010-07-07,"2010-07-07T12:49:05+00:00","2010-07-08T03:15:36+00:00","51991"
2010-07-08,"2010-07-08T12:49:39+00:00","2010-07-09T03:15:20+00:00","51941"
2010-07-09,"2010-07-09T12:50:14+00:00","2010-07-10T03:15:03+00:00","51889"
2010-07-10,"2010-07-10T12:50:49+00:00","2010-07-11T03:14:43+00:00","51834"
2010-07-11,"2010-07-11T12:51:26+00:00","2010-07-12T03:14:23+00:00","51777"
2010-07-12,"2010-07-12T12:52:03+00:00","2010-07-13T03:14:00+00:00","51717"
2010-07-13,"2010-07-13T12:52:41+00:00","2010-07-14T03:13:36+00:00","51655"
2010-07-14,"2010-07-14T12:53:20+00:00","2010-07-15T03:13:10+00:00","51590"
2010-07-15,"2010-07-15T12:53:59+00:00","2010-07-16T03:12:42+00:00","51523"
2010-07-16,"2010-07-16T12:54:39+00:00","2010-07-17T03:12:13+00:00","51454"
2010-07-17,"2010-07-17T12:55:20+00:00","2010-07-18T03:11:42+00:00","51382"
2010-07-18,"2010-07-18T12:56:01+00:00","2010-07-19T03:11:09+00:00","51308"
2010-07-19,"2010-07-19T12:56:43+00:00","2010-07-20T03:10:35+00:00","51232"
2010-07-20,"2010-07-20T12:57:25+00:00","2010-07-21T03:09:59+00:00","51154"
2010-07-21,"2010-07-21T12:58:08+00:00","2010-07-22T03:09:21+00:00","51073"
2010-07-22,"2010-07-22T12:58:51+00:00","2010-07-23T03:08:42+00:00","50991"
2010-07-23,"2010-07-23T12:59:35+00:00","2010-07-24T03:08:02+00:00","50907"
2010-07-24,"2010-07-24T13:00:19+00:00","2010-07-25T03:07:20+00:00","50821"
2010-07-25,"2010-07-25T13:01:03+00:00","2010-07-26T03:06:36+00:00","50733"
2010-07-26,"2010-07-26T13:01:48+00:00","2010-07-27T03:05:51+00:00","50643"
2010-07-27,"2010-07-27T13:02:33+00:00","2010-07-28T03:05:04+00:00","50551"
2010-07-28,"2010-07-28T13:03:18+00:00","2010-07-29T03:04:16+00:00","50458"
2010-07-29,"2010-07-29T13:04:03+00:00","2010-07-30T03:03:26+00:00","50363"
2010-07-30,"2010-07-30T13:04:49+00:00","2010-07-31T03:02:35+00:00","50266"
2010-07-31,"2010-07-31T13:05:35+00:00","2010-08-01T03:01:42+00:00","50167"
2010-08-01,"2010-08-01T13:06:21+00:00","2010-08-02T03:00:49+00:00","50068"
2010-08-02,"2010-08-02T13:07:07+00:00","2010-08-03T02:59:53+00:00","49966"
2010-08-03,"2010-08-03T13:07:53+00:00","2010-08-04T02:58:57+00:00","49864"
2010-08-04,"2010-08-04T13:08:39+00:00","2010-08-05T02:57:59+00:00","49760"
2010-08-05,"2010-08-05T13:09:26+00:00","2010-08-06T02:57:00+00:00","49654"
2010-08-06,"2010-08-06T13:10:12+00:00","2010-08-07T02:56:00+00:00","49548"
2010-08-07,"2010-08-07T13:10:59+00:00","2010-08-08T02:54:58+00:00","49439"
2010-08-08,"2010-08-08T13:11:45+00:00","2010-08-09T02:53:55+00:00","49330"
2010-08-09,"2010-08-09T13:12:32+00:00","2010-08-10T02:52:51+00:00","49219"
2010-08-10,"2010-08-10T13:13:18+00:00","2010-08-11T02:51:46+00:00","49108"
2010-08-11,"2010-08-11T13:14:05+00:00","2010-08-12T02:50:40+00:00","48995"
2010-08-12,"2010-08-12T13:14:51+00:00","2010-08-13T02:49:33+00:00","48882"
2010-08-13,"2010-08-13T13:15:38+00:00","2010-08-14T02:48:24+00:00","48766"
2010-08-14,"2010-08-14T13:16:24+00:00","2010-08-15T02:47:15+00:00","48651"
2010-08-15,"2010-08-15T13:17:11+00:00","2010-08-16T02:46:04+00:00","48533"
2010-08-16,"2010-08-16T13:17:57+00:00","2010-08-17T02:44:53+00:00","48416"
2010-08-17,"2010-08-17T13:18:43+00:00","2010-08-18T02:43:40+00:00","48297"
2010-08-18,"2010-08-18T13:19:29+00:00","2010-08-19T02:42:27+00:00","48178"
2010-08-19,"2010-08-19T13:20:15+00:00","2010-08-20T02:41:13+00:00","48058"
